chulNo,hrSex,hrAge,hrWeight,hrWeightVariation,rcType,rcClass,rcDist,rcHrUnit,chaksunT,chaksunY,chaksun_6m,hrOrd1CntT,hrOrd1CntY,hrOrd2CntT,hrOrd2CntY,hrRcCntT,hrRcCntY,hrWgBudam,track,weather,meanTemperature ,minimumTemperature,miTime,maximumTemperature ,maxTime,dailyPrecipitation,maxWindspeed,meanWindspeed,maxWindspeedDirection,jkAge,jkWgOther,jkWgPart,jkRcCntT,jkOrd1CntT,jkOrd2CntT,jkRcCntY,jkOrd1CntY,jkOrd2CntY,trAge,trRcCntT,trOrd1CntT,trOrd2CntT,trRcCntY,trOrd1CntY,trOrd2CntY,rcResult
7,gelding,3,468,-7,general,MG4,1200,10,0,0,0,0,0,0,0,2,2,52.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,35,53,53,809,122,112,466,74,75,51,712,106,78,187,16,17,fail
8,gelding,3,507,23,general,MG4,1200,10,8400000,8400000,8400000,0,0,0,0,2,2,51,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,49,49,113,4,12,113,4,12,48,"2,194",196,222,441,36,51,fail
9,stallion,3,484,5,general,MG4,1200,10,3000000,3000000,3000000,0,0,0,0,4,4,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,31,52,52,1332,100,84,114,4,7,55,"3,946",339,362,271,17,22,pass
10,gelding,3,493,4,general,MG4,1200,10,10800000,10800000,10800000,0,0,0,0,3,3,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,34,51,51,2792,456,369,438,86,65,58,"5,417",731,586,292,46,23,fail
1,stallion,4,482,4,general,KG5,1300,12,47900000,22400000,22400000,1,0,2,2,8,5,55.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,23,49,49,704,34,43,273,17,20,53,"2,479",226,188,235,25,11,fail
2,stallion,5,471,-2,general,KG5,1300,12,57300000,44000000,10400000,1,1,1,1,28,11,54.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,26,49,49,364,21,27,281,17,26,57,"3,697",281,305,323,25,42,pass
3,stallion,4,486,3,general,KG5,1300,12,18600000,16200000,16200000,1,1,1,1,10,6,55,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,49,49,963,113,88,451,52,48,50,"2,205",200,187,202,13,11,fail
4,mare,4,451,5,general,KG5,1300,12,17600000,17600000,17600000,1,1,0,0,9,9,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,44,52,52,145,7,8,145,7,8,51,"3,285",308,345,309,39,28,fail
5,stallion,5,475,-4,general,KG5,1300,12,58450000,35600000,35600000,2,1,0,0,25,13,53.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,49,49,939,79,86,378,35,31,38,"1,033",90,110,287,27,26,fail
6,stallion,3,506,-8,general,KG5,1300,12,33600000,33600000,33600000,1,1,0,0,1,1,53,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,35,53,53,809,122,112,466,74,75,36,"1,328",196,112,294,32,21,pass
7,gelding,4,463,-4,general,KG5,1300,12,28000000,28000000,25200000,1,1,1,1,7,7,57,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,31,52,52,1332,100,84,114,4,7,55,"3,946",339,362,271,17,22,pass
8,stallion,3,468,-1,general,KG5,1300,12,19800000,19800000,19800000,1,1,1,1,8,8,53.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,42,53,53,21,2,3,21,2,3,57,"7,712",722,728,239,32,24,fail
9,mare,5,425,5,general,KG5,1300,12,39600000,37200000,9200000,1,1,0,0,20,11,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,27,51,52,1232,71,79,142,6,6,53,"2,111",219,179,276,31,31,fail
10,gelding,5,480,10,general,KG5,1300,12,51300000,29200000,24000000,1,1,2,0,23,10,54.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,51,51,2003,143,144,535,39,40,55,"3,903",439,397,138,13,13,fail
11,stallion,3,481,1,general,KG5,1300,12,23800000,23800000,23800000,0,0,1,1,4,4,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,52,53,2044,172,188,177,17,14,56,"6,227",745,700,368,29,34,fail
12,mare,6,451,1,general,KG5,1300,12,90150000,33600000,29600000,2,1,2,0,30,11,54.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,38,52,52,3068,115,144,103,3,9,52,689,45,59,158,9,22,fail
1,gelding,5,503,-10,general,KG5,1700,11,34800000,9600000,0,1,0,1,0,21,9,51,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,22,48,48,121,11,11,121,11,11,61,"10,056",906,969,328,35,28,fail
2,stallion,4,457,-3,general,KG5,1700,11,25800000,12450000,5600000,0,0,2,1,13,8,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,27,51,52,1232,71,79,142,6,6,55,"4,620",374,399,257,16,14,fail
3,stallion,5,490,8,general,KG5,1700,11,49650000,7200000,7200000,1,0,2,0,17,6,56,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,23,49,49,704,34,43,273,17,20,58,"2,215",144,180,166,8,9,pass
4,gelding,6,442,14,general,KG5,1700,11,50300000,9200000,2000000,1,0,0,0,33,11,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,34,51,51,680,25,31,93,2,3,38,"1,033",90,110,287,27,26,fail
5,stallion,5,461,-5,general,KG5,1700,11,56650000,29200000,12400000,0,0,2,1,27,13,51,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,49,49,113,4,12,113,4,12,48,"2,194",196,222,441,36,51,pass
6,stallion,4,518,1,general,KG5,1700,11,26800000,21200000,1600000,1,1,0,0,14,11,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,33,51,51,1372,50,62,56,0,1,57,"10,586",812,932,341,22,24,fail
7,stallion,4,484,14,general,KG5,1700,11,64850000,25200000,19600000,2,0,1,1,15,9,57,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,51,51,2003,143,144,535,39,40,51,712,106,78,187,16,17,fail
8,stallion,3,478,-5,general,KG5,1700,11,22000000,22000000,22000000,1,1,1,1,6,6,53.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,43,51,51,5401,401,470,247,23,11,60,"8,073",695,705,155,4,8,fail
9,gelding,4,433,3,general,KG5,1700,11,20400000,20400000,2000000,1,1,0,0,10,10,52.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,49,49,939,79,86,378,35,31,54,"1,756",147,147,202,21,17,fail
10,mare,5,502,-2,general,KG5,1700,11,23250000,5600000,5600000,1,0,0,0,15,11,51,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,44,52,52,145,7,8,145,7,8,50,"2,205",200,187,202,13,11,fail
11,mare,5,474,-3,general,KG5,1700,11,34500000,12000000,10400000,0,0,2,1,15,7,51,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,49,49,963,113,88,451,52,48,56,"2,237",231,201,146,14,15,pass
1,mare,4,479,2,general,KG4,1200,12,40200000,40200000,40200000,2,2,0,0,9,8,51.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,44,52,52,145,7,8,145,7,8,50,"2,898",235,250,254,21,31,fail
2,mare,5,460,-5,general,KG4,1200,12,82900000,57400000,25400000,2,1,2,2,13,8,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,53,5663,702,657,234,40,31,53,"2,111",219,179,276,31,31,pass
3,mare,4,446,6,general,KG4,1200,12,101050000,70800000,38400000,3,2,1,1,11,10,54.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,38,54,54,1614,110,145,70,7,6,50,"3,252",240,277,302,22,28,pass
4,gelding,5,481,-1,general,KG4,1200,12,62300000,46200000,46200000,1,1,3,1,7,4,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,41,53,53,2532,293,291,227,36,32,53,"1,102",109,125,182,21,23,fail
5,stallion,3,487,0,general,KG4,1200,12,44400000,44400000,44400000,2,2,0,0,5,5,52.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,35,53,53,809,122,112,466,74,75,45,716,92,84,261,40,38,fail
6,mare,4,501,2,general,KG4,1200,12,71150000,70150000,36550000,2,2,2,2,11,10,54,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,42,53,53,21,2,3,21,2,3,51,"3,285",308,345,309,39,28,fail
7,mare,5,491,9,general,KG4,1200,12,73750000,29600000,28000000,3,1,1,0,10,6,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,52,3112,210,241,126,4,3,50,"2,205",200,187,202,13,11,fail
8,stallion,4,453,-2,general,KG4,1200,12,71000000,71000000,40200000,1,1,3,3,11,11,55.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,49,49,963,113,88,451,52,48,52,"3,851",350,354,185,14,14,pass
9,mare,4,486,-2,general,KG4,1200,12,97750000,86200000,30000000,2,2,4,3,11,10,55.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,51,51,2003,143,144,535,39,40,61,"8,830",897,898,224,20,24,fail
10,mare,4,436,21,general,KG4,1200,12,68250000,55200000,24400000,2,2,2,1,8,6,52,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,29,52,52,1676,102,133,244,17,15,61,"6,730",538,582,137,12,10,fail
11,mare,3,456,2,general,KG4,1200,12,108500000,108500000,108500000,2,2,1,1,4,4,51.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,22,48,48,121,11,11,121,11,11,61,"10,056",906,969,328,35,28,fail
12,mare,4,483,11,general,KG4,1200,12,44550000,44550000,22400000,2,2,1,1,7,7,51.5,good,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,51,51,2790,210,222,437,39,45,50,598,78,44,216,36,18,fail
1,stallion,6,497,2,general,KG3,1400,12,101020000,36600000,33600000,3,1,1,0,20,5,52,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,51,51,2003,143,144,535,39,40,54,"3,482",304,311,174,33,19,fail
2,gelding,5,509,14,general,KG3,1400,12,97000000,56000000,0,4,2,1,0,6,2,52,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,34,51,51,2792,456,369,438,86,65,58,"5,417",731,586,292,46,23,pass
3,gelding,4,461,-4,general,KG3,1400,12,123400000,121800000,82950000,4,4,2,2,13,11,51.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,31,52,52,1332,100,84,114,4,7,55,"3,946",339,362,271,17,22,pass
4,mare,5,446,-2,general,KG3,1400,12,192900000,63900000,52500000,5,1,2,0,20,9,51,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,26,49,49,364,21,27,281,17,26,51,"3,285",308,345,309,39,28,fail
5,gelding,6,449,4,general,KG3,1400,12,158690000,45000000,35250000,1,0,7,1,37,11,52,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,54,52,52,4168,311,309,74,3,5,41,"1,146",94,95,338,20,26,fail
6,gelding,4,503,0,general,KG3,1400,12,145100000,124250000,72450000,3,2,4,4,13,8,55.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,53,5663,702,657,234,40,31,53,"2,111",219,179,276,31,31,fail
7,stallion,4,473,-5,general,KG3,1400,12,113700000,113700000,78600000,4,4,1,1,9,9,53.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,49,49,963,113,88,451,52,48,57,"7,712",722,728,239,32,24,fail
8,gelding,5,444,7,general,KG3,1400,12,212035000,15750000,15750000,4,0,6,1,24,8,57,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,49,49,939,79,86,378,35,31,58,"2,215",144,180,166,8,9,fail
9,mare,6,502,6,general,KG3,1400,12,189800000,49000000,10500000,4,1,5,0,27,9,55,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,43,51,51,5401,401,470,247,23,11,39,834,45,58,188,11,14,fail
10,gelding,4,442,-5,general,KG3,1400,12,109400000,109400000,57000000,3,3,1,1,9,9,51,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,49,49,113,4,12,113,4,12,48,"2,194",196,222,441,36,51,pass
11,mare,4,445,-1,general,KG3,1400,12,123450000,82550000,9750000,3,2,1,1,16,10,51,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,28,51,51,2790,210,222,437,39,45,61,"8,923",770,824,282,16,27,fail
12,mare,4,490,-11,general,KG3,1400,12,187200000,184800000,117600000,5,5,0,0,9,8,55,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,35,53,53,809,122,112,466,74,75,36,"1,328",196,112,294,32,21,fail
1,stallion,5,489,-6,general,G2,1900,12,129850000,89250000,73500000,1,1,3,1,17,10,52.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,44,52,52,145,7,8,145,7,8,57,"3,697",281,305,323,25,42,pass
2,gelding,5,491,0,general,G2,1900,12,150700000,50800000,45000000,3,1,1,0,13,6,52.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,41,53,53,2532,293,291,227,36,32,54,"3,482",304,311,174,33,19,pass
3,mare,5,504,13,general,G2,1900,12,143820000,65100000,54600000,2,1,2,0,17,6,52,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,33,52,52,3065,274,270,295,33,22,62,"8,259",735,840,186,14,13,pass
4,stallion,5,494,13,general,G2,1900,12,203900000,141950000,66750000,3,2,2,1,18,7,55,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,35,53,53,809,122,112,466,74,75,57,"3,697",281,305,323,25,42,fail
5,gelding,5,435,-6,general,G2,1900,12,213550000,130300000,42300000,5,2,4,3,16,8,54.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,49,49,963,113,88,451,52,48,54,"1,756",147,147,202,21,17,fail
6,stallion,6,479,-1,general,G2,1900,12,265575000,28200000,28200000,3,0,7,0,37,10,54.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,52,3112,210,241,126,4,3,40,660,49,42,165,15,6,fail
7,stallion,4,514,7,general,G2,1900,12,221650000,191400000,82900000,5,4,1,1,10,8,55.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,49,49,939,79,86,378,35,31,50,598,78,44,216,36,18,fail
8,stallion,4,475,-1,general,G2,1900,12,127300000,118500000,78750000,1,1,4,4,14,10,52,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,34,51,51,2792,456,369,438,86,65,61,"8,830",897,898,224,20,24,fail
9,stallion,5,497,-7,general,G2,1900,12,246050000,116100000,8100000,5,2,4,1,25,10,51,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,23,49,49,704,34,43,273,17,20,55,"4,620",374,399,257,16,14,fail
10,stallion,5,496,5,general,G2,1900,12,217200000,20700000,3600000,3,0,3,0,27,7,56,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,27,51,52,1232,71,79,142,6,6,61,"8,923",770,824,282,16,27,fail
11,gelding,7,493,7,general,G2,1900,12,299594000,54900000,27900000,4,0,7,2,44,10,54.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,42,53,53,21,2,3,21,2,3,47,"1,324",172,141,262,37,40,fail
12,stallion,6,515,1,general,G2,1900,12,371580000,128800000,16200000,5,1,5,1,33,10,57,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,29,52,52,1676,102,133,244,17,15,51,"3,285",308,345,309,39,28,fail
1,mare,5,462,0,general,MG3,1400,12,119700000,43200000,30600000,3,0,3,3,16,9,51,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,43,51,51,5401,401,470,247,23,11,59,"7,344",695,753,269,40,30,pass
2,stallion,3,461,7,general,MG3,1400,12,47100000,47100000,47100000,1,1,0,0,4,4,52,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,35,53,53,809,122,112,466,74,75,36,"1,328",196,112,294,32,21,pass
3,stallion,4,507,-5,general,MG3,1400,12,120550000,120550000,49950000,3,3,2,2,10,10,53.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,49,49,963,113,88,451,52,48,48,"2,194",196,222,441,36,51,pass
4,stallion,3,470,14,general,MG3,1400,12,48600000,48600000,48600000,1,1,1,1,5,5,51,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,49,49,939,79,86,378,35,31,50,598,78,44,216,36,18,fail
5,stallion,5,503,-5,general,MG3,1400,12,60000000,33600000,33600000,1,1,2,0,13,4,53,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,29,52,52,1562,124,117,232,18,23,53,"1,208",126,110,209,24,23,fail
6,gelding,4,480,12,general,MG3,1400,12,62950000,60750000,15600000,0,0,4,4,13,8,52.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,44,52,52,145,7,8,145,7,8,51,712,106,78,187,16,17,fail
7,gelding,4,497,3,general,MG3,1400,12,121800000,52500000,42000000,3,1,0,0,10,6,56,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,30,51,51,2003,143,144,535,39,40,51,"3,285",308,345,309,39,28,fail
8,gelding,5,504,-4,general,MG3,1400,12,92475000,40875000,33750000,1,0,2,1,10,7,56.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,29,52,52,1676,102,133,244,17,15,53,"3,393",348,330,210,20,20,fail
9,mare,4,469,6,general,MG3,1400,12,90750000,90750000,40350000,2,2,0,0,9,7,51.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,34,51,51,2792,456,369,438,86,65,45,716,92,84,261,40,38,fail
10,stallion,3,541,11,general,MG3,1400,12,42000000,42000000,42000000,1,1,0,0,2,2,52,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,37,53,53,5663,702,657,234,40,31,61,"8,830",897,898,224,20,24,fail
11,gelding,6,478,-5,general,MG3,1400,12,199900000,80250000,77250000,4,1,3,2,27,7,55.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,36,53,53,2559,188,225,157,17,22,54,"3,482",304,311,174,33,19,fail
12,stallion,3,442,-5,general,MG3,1400,12,94400000,94400000,94400000,2,2,0,0,5,5,51.5,dry,fine,-7.4,-9.5,806,-4.5,1455,0,13.2,3.8,340.3,22,48,48,121,11,11,121,11,11,61,"10,056",906,969,328,35,28,fail
1,mare,3,428,1,general,KG6,1000,12,0,0,0,0,0,0,0,1,1,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,36,51,51,1230,58,71,1,0,0,56,"5,294",394,433,174,15,12,fail
2,mare,3,428,-13,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,30,49,49,939,79,86,378,35,31,53,"1,102",109,125,182,21,23,pass
3,mare,3,448,-7,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,35,53,53,809,122,112,466,74,75,45,716,92,84,261,40,38,fail
4,mare,3,440,-1,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,42,53,53,21,2,3,21,2,3,58,92,16,14,92,16,14,fail
5,mare,3,441,-5,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,36,53,53,2559,188,225,157,17,22,59,"7,344",695,753,269,40,30,fail
6,mare,3,466,6,general,KG6,1000,12,0,0,0,0,0,0,0,1,1,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,28,52,53,2044,172,188,177,17,14,56,"6,227",745,700,368,29,34,fail
7,mare,3,508,16,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,34,51,51,2792,456,369,438,86,65,61,"8,830",897,898,224,20,24,fail
8,mare,3,475,-7,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,28,51,51,1171,51,56,117,4,5,49,"1,139",69,78,215,8,13,fail
9,mare,3,457,0,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,37,53,52,3112,210,241,126,4,3,51,"3,285",308,345,309,39,28,fail
10,mare,3,465,-2,general,KG6,1000,12,12600000,12600000,12600000,0,0,1,1,1,1,54.5,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,36,49,49,963,113,88,451,52,48,50,"2,307",221,212,227,21,21,pass
11,mare,3,447,8,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,30,51,51,2003,143,144,535,39,40,55,"3,466",338,290,158,7,10,fail
12,mare,3,424,-7,general,KG6,1000,12,0,0,0,0,0,0,0,0,0,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,28,51,51,2790,210,222,437,39,45,58,"5,417",731,586,292,46,23,pass
1,gelding,3,461,-7,general,KG5,1000,12,42000000,42000000,42000000,1,1,1,1,4,4,56.5,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,33,52,52,3065,274,270,295,33,22,50,"2,307",221,212,227,21,21,fail
2,gelding,3,471,2,general,KG5,1000,12,33600000,33600000,33600000,1,1,0,0,1,1,56,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,28,52,53,2044,172,188,177,17,14,56,"6,227",745,700,368,29,34,pass
3,mare,4,478,-2,general,KG5,1000,12,47050000,16800000,16800000,1,0,2,2,9,8,53.5,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,35,53,53,809,122,112,466,74,75,50,"4,102",306,321,164,11,16,fail
4,mare,3,462,-2,general,KG5,1000,12,30800000,30800000,30800000,1,1,0,0,4,4,52,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,44,52,52,145,7,8,145,7,8,53,"1,102",109,125,182,21,23,fail
5,stallion,4,469,-1,general,KG5,1000,12,12400000,12400000,8000000,0,0,1,1,10,9,54,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,34,51,51,2792,456,369,438,86,65,58,"5,417",731,586,292,46,23,fail
6,stallion,4,478,6,general,KG5,1000,12,25350000,11600000,7600000,1,0,0,0,16,12,51.5,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,31,52,52,1332,100,84,114,4,7,55,"3,946",339,362,271,17,22,pass
7,mare,4,501,11,general,KG5,1000,12,26800000,26800000,11200000,1,1,1,1,5,5,54,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,36,49,49,963,113,88,451,52,48,57,"7,712",722,728,239,32,24,fail
8,gelding,4,517,-13,general,KG5,1000,12,19600000,19600000,8400000,1,1,1,1,7,6,56.5,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,38,54,54,1614,110,145,70,7,6,50,"3,252",240,277,302,22,28,fail
9,mare,4,394,-6,general,KG5,1000,12,14000000,14000000,14000000,1,1,0,0,8,7,53.5,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,27,51,52,1232,71,79,142,6,6,56,"5,294",394,433,174,15,12,fail
10,mare,4,441,-1,general,KG5,1000,12,37600000,37600000,3600000,1,1,1,1,8,8,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,42,53,53,21,2,3,21,2,3,41,"1,146",94,95,338,20,26,fail
11,gelding,5,448,1,general,KG5,1000,12,38600000,14800000,13200000,1,0,1,0,14,5,55,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,28,51,51,2790,210,222,437,39,45,42,122,3,11,122,3,11,fail
12,mare,3,466,12,general,KG5,1000,12,43400000,43400000,43400000,1,1,1,1,4,4,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,29,52,52,1676,102,133,244,17,15,61,"6,730",538,582,137,12,10,pass
1,mare,5,475,3,general,KG5,1300,12,54050000,34800000,30000000,1,1,1,0,24,11,54,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,29,52,52,1676,102,133,244,17,15,56,"5,294",394,433,174,15,12,fail
2,mare,4,446,-4,general,KG5,1300,12,47050000,31350000,7600000,1,1,1,1,13,10,52.5,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,30,51,51,2003,143,144,535,39,40,48,"4,293",278,366,167,8,16,pass
3,mare,5,427,1,general,KG5,1300,12,58850000,16000000,8400000,2,0,1,1,25,13,53,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,36,49,49,963,113,88,451,52,48,38,"1,033",90,110,287,27,26,fail
4,mare,4,468,1,general,KG5,1300,12,17400000,17400000,2000000,1,1,1,1,6,6,53.5,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,29,52,52,1562,124,117,232,18,23,52,689,45,59,158,9,22,fail
5,mare,5,475,4,general,KG5,1300,12,24250000,5600000,3200000,1,0,0,0,23,9,51,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,28,49,49,113,4,12,113,4,12,48,"2,194",196,222,441,36,51,fail
6,mare,4,452,-2,general,KG5,1300,12,35000000,34000000,11600000,1,1,0,0,15,11,52,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,32,52,52,1823,75,112,80,2,1,50,"4,102",306,321,164,11,16,fail
7,mare,4,464,8,general,KG5,1300,12,40600000,40600000,18400000,1,1,3,3,13,9,57,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,35,53,53,809,122,112,466,74,75,55,"4,620",374,399,257,16,14,fail
8,mare,4,438,-1,general,KG5,1300,12,17400000,17400000,9000000,0,0,2,2,10,10,51.5,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,38,52,52,3068,115,144,103,3,9,42,122,3,11,122,3,11,fail
9,mare,3,454,-5,general,KG5,1300,12,28000000,28000000,28000000,0,0,2,2,5,5,52,dry,fine,-6.9,-12.7,614,-1,1545,0,8.3,1.5,331.9,33,52,52,3065,274,270,295,33,22,62,"8,259",735,840,186,14,13,pass
